valor_curso;valor_area_materia;valor_criterio_evaluacion;descripcion_criterio_evaluacion
"1º ESO";"Lengua extranjera";"Usar de forma guiada las tecnologías de la información y la comunicación para buscar información, producir mensajes a partir de modelos y para establecer relaciones personales, mostrando interés por su uso.";"Este criterio valora la competencia para utilizar las tecnologías de la información y la comunicación, como herramienta de comunicación y de aprendizaje, en actividades habituales de aula y para establecer relaciones personales. Las comunicaciones que se establezcan versarán sobre temas familiares previamente trabajados y se realizarán a partir de modelos. También se tendrá en cuenta la actitud hacia la lengua extranjera, los intentos por utilizarla y si se valora la diversidad lingüística como elemento enriquecedor (objetivo 6)."
"1º ESO";"Lengua extranjera";"Identificar, utilizar y poner ejemplos de algunas estrategias utilizadas para progresar en el aprendizaje.";"Este criterio pretende evaluar si se utilizan las estrategias básicas que favorecen el proceso de aprendizaje como: la capacidad de ir valorando los progresos, la reflexión sobre cómo aprende uno mismo más y mejor, la incorporación y aceptación del error como parte del proceso de aprendizaje; la utilización de formas diversas para almacenar, memorizar y revisar el léxico; el uso correcto del diccionario para identificar la acepción adecuada al contexto; el uso de recursos bibliográficos, informáticos y digitales para recabar información, ampliar o revisar aspectos trabajados en el aula, etc (objetivo 7)."
"1º ESO";"Lengua extranjera";"Identificar algunos elementos culturales o geográficos propios de los países y culturas donde se habla la lengua extranjera y mostrar interés por conocerlos.";"Este criterio valora la competencia para identificar rasgos importantes del contexto sociocultural y geográfico de los países donde se habla la lengua extranjera y si muestra interés y aprecio por hábitos culturales distintos a los propios y actitudes de respeto hacia los valores y comportamientos de otros pueblos (objetivo 8)."
"1º ESO";"Lengua extranjera";"Utilizar la lectura y la escritura en tiempo de ocio.";"Este criterio valora el uso habitual de la lectura o de la escritura en su tiempo de ocio a través de las demandas que realiza el profesor o de la receptividad con que recibe las distintas iniciativas de animación a la lectura (objetivo 9)."
"1º ESO";"Lengua extranjera";"Comprender la idea general y las informaciones específicas más relevantes de textos orales, emitidos cara a cara o por medios audiovisuales sobre asuntos cotidianos, si se habla despacio y con claridad.";"A través de este criterio se apreciará la capacidad de alumnos y alumnas para comprender lo esencial de diálogos emitidos cara a cara o por medios audiovisuales, aunque no se comprenda su totalidad. Se trata de evaluar esencialmente si se identifica el significado de instrucciones, comentarios, preguntas y respuestas, diálogos cortos, descripciones y narraciones breves."
"1º ESO";"Lengua extranjera";"Comunicarse oralmente participando en conversaciones y en simulaciones sobre temas conocidos o trabajados previamente, utilizando las estrategias adecuadas para facilitar la continuidad de la comunicación y produciendo un discurso comprensible y adecuado a la intención de comunicación.";"Este criterio evalúa la capacidad de comunicarse oralmente participando en conversaciones, reales o simuladas, sobre temas conocidos. Éstas consistirán esencialmente en plantear y contestar preguntas, intercambiar ideas e información, relatar experiencias sobre temas familiares en situaciones predecibles, utilizando los recursos lingüísticos y las estrategias que aseguren la comunicación. Las producciones podrán tener algunas incorrecciones léxicas, morfosintácticas o fonéticas que no dificulten la comunicación."
"1º ESO";"Lengua extranjera";"Reconocer la idea general y extraer información específica de textos escritos adecuados a la edad, con apoyo de elementos textuales y no textuales, sobre temas variados y otros relacionados con algunas materias del currículo.";"A través de este criterio se apreciará la capacidad para comprender textos diversos: instrucciones, correspondencia, descripciones y narraciones breves, mensajes, cuestionarios, etc. aplicando estrategias básicas de lectura como la inferencia de significados por el contexto o por elementos visuales, o la comparación con las lenguas que conoce. Con este criterio también se evalúa la capacidad de leer textos, en soporte papel o digital, de cierta extensión, para aprender o para disfrutar de la lectura, recurriendo al diccionario cuando sea preciso."
"1º ESO";"Lengua extranjera";"Redactar textos breves en diferentes soportes utilizando las estructuras, las funciones y el léxico adecuados, así como algunos elementos básicos de cohesión, a partir de modelos, y respetando las reglas elementales de ortografía y de puntuación.";"Este criterio evalúa la capacidad para redactar, aunque de forma elemental, notas, descripciones, correspondencia postal o electrónica, o mensajes. Los textos contendrán las palabras de uso habitual, oraciones simples y conectores básicos. Se valorará también la presentación clara, limpia y ordenada, en soporte papel o digital."
"1º ESO";"Lengua extranjera";"Utilizar el conocimiento de algunos aspectos formales del código de la lengua extranjera (morfología, sintaxis y fonología), en diferentes contextos de comunicación, como instrumento de autoaprendizaje y de autocorrección de las producciones propias y para comprender mejor las ajenas.";"A través de este criterio se apreciará la capacidad de alumnos y alumnas para aplicar sus conocimientos sobre el sistema lingüístico, al usar los aspectos sonoros, de ritmo, entonación y organización de la lengua en actividades diversas, y para reflexionar sobre la necesidad de la corrección formal que hace posible la comprensión tanto de sus propias producciones como de las ajenas."
"1º ESO";"Lengua extranjera";"Identificar, utilizar y poner ejemplos de algunas estrategias utilizadas para progresar en el aprendizaje.";"Este criterio pretende evaluar si se utilizan las estrategias básicas que favorecen el proceso de aprendizaje como: la capacidad de ir valorando los progresos, la reflexión sobre cómo aprende uno mismo más y mejor, la incorporación y aceptación del error como parte del proceso de aprendizaje; la utilización de formas diversas para almacenar, memorizar y revisar el léxico; el uso correcto del diccionario para identificar la acepción adecuada al contexto; el uso de recursos bibliográficos, informáticos y digitales para recabar información, ampliar o revisar aspectos trabajados en el aula, etc."
"1º ESO";"Lengua extranjera";"Usar de forma guiada las tecnologías de la información y la comunicación para buscar información, producir mensajes a partir de modelos y para establecer relaciones personales, mostrando interés por su uso.";"Se trata de valorar con este criterio la capacidad de utilizar las tecnologías de la información y la comunicación como herramienta de comunicación y de aprendizaje, en actividades habituales de aula y para establecer relaciones personales. Las comunicaciones que se establezcan versarán sobre temas familiares previamente trabajados y se realizarán a partir de modelos. También se tendrá en cuenta la actitud hacia la lengua extranjera, los intentos por utilizarla y si se valora la diversidad lingüística como elemento enriquecedor."
"1º ESO";"Lengua extranjera";"Identificar algunos elementos culturales o geográficos propios de los países y culturas donde se habla la lengua extranjera y mostrar interés por conocerlos.";"Este criterio pretende comprobar que se conocen algunos rasgos importantes del contexto sociocultural y geográfico de los países donde se habla la lengua extranjera y se muestra interés y aprecio por hábitos culturales distintos a los propios y actitudes de respeto hacia los valores y comportamientos de otros pueblos."
"1º ESO";Matemáticas;"Identificar elementos matemáticos presentes en la realidad, y aplicar los conocimientos matemáticos adquiridos en situaciones cotidianas.";"Este criterio valora si el alumnado es competente para interpretar la realidad en términos matemáticos, formular sus propios problemas y utilizar el razonamiento para analizar situaciones cotidianas. Asimismo se valora el nivel de generalización que de los conocimientos matemáticos hace en el resto de las materias (objetivo 1)."
"1º ESO";Matemáticas;"Utilizar números naturales y enteros y las fracciones y decimales sencillos, sus operaciones y propiedades, para recoger, transformar e intercambiar información.";"Este criterio valora la competencia para identificar y emplear los números y las operaciones siendo consciente de su significado y propiedades, elegir la forma de cálculo más apropiado (mental, escrita o con calculadora) y transmitir informaciones utilizando los números de manera adecuada. Se debe prestar una especial atención a valorar, en casos sencillos, la competencia en el uso de operaciones combinadas como síntesis de la secuencia de operaciones aritméticas (objetivo 1)"
"1º ESO";Matemáticas;"Identificar y describir regularidades, pautas y relaciones en conjuntos de números, utilizar letras para simbolizar distintas cantidades y obtener expresiones algebraicas como síntesis en secuencias numéricas, así como el valor numérico de fórmulas sencillas.";"Este criterio valora la competencia para percibir en un conjunto numérico aquello que es común, la secuencia lógica con que se ha construido, un criterio que permita ordenar sus elementos y, cuando sea posible, expresar algebraicamente la regularidad percibida. Se pretende asimismo valorar el uso del signo igual como asignador y el manejo de la letra en sus diferentes acepciones. Forma parte de este criterio también la obtención del valor en fórmulas simples con una sola letra (objetivo 1)."
"1º ESO";Matemáticas;"Reconocer y describir figuras planas, utilizar sus propiedades para clasificarlas y aplicar el conocimiento geométrico adquirido para interpretar y describir el mundo físico haciendo uso de la terminología adecuada.";"Este criterio valora la competencia para utilizar los conceptos básicos de la geometría para abordar diferentes situaciones y problemas de la vida cotidiana. Se pretende evaluar también la experiencia adquirida en la utilización de diferentes elementos y formas geométricas (objetivo 2)."
"1º ESO";Matemáticas;"Estimar y calcular perímetros, áreas y ángulos de figuras planas utilizando la unidad de medida adecuada.";"Este criterio valora la competencia para estimar algunas medidas de figuras planas por diferentes métodos y de emplear la unidad y precisión más adecuada. Se valorará también el empleo de métodos de descomposición por medio de figuras elementales para el cálculo de áreas de figuras planas del entorno (objetivo 2)."
"1º ESO";Matemáticas;"Organizar e interpretar informaciones diversas mediante tablas y gráficas, e identificar relaciones de dependencia en situaciones cotidianas.";"Este criterio pretende valorar la capacidad de identificar las variables que intervienen en una situación cotidiana, la relación de dependencia entre ellas y visualizarla gráficamente. Se trata de evaluar, además, el uso de las tablas como instrumento para recoger información y transferirla a unos ejes de coordenadas, así como la capacidad para interpretar de forma cualitativa la información presentada en forma de tablas y gráficas (objetivo 3)."
"1º ESO";Matemáticas;"Hacer predicciones sobre la posibilidad de que un suceso ocurra a partir de información previamente obtenida de forma empírica.";"Este criterio valora la competencia para diferenciar los fenómenos deterministas de los aleatorios y, en estos últimos, analizar las regularidades obtenidas al repetir un número significativo de veces una experiencia aleatoria y hacer predicciones razonables a partir de los mismos. Además este criterio pretende verificar la comprensión del concepto de frecuencia relativa y, a partir de ella, la capacidad de inducir la noción de probabilidad (objetivo 4)."
"1º ESO";Matemáticas;"Utilizar estrategias y técnicas simples de resolución de problemas, tales como el análisis del enunciado, el ensayo y error o la resolución de un problema más sencillo, y comprobar la solución obtenida y expresar, utilizando el lenguaje matemático adecuado a su nivel, el procedimiento que se ha seguido en la resolución.";"Este criterio valora la forma de enfrentarse a tareas de resolución de problemas, para los que no se dispone de un procedimiento estándar que permita obtener la solución. Se evalúa desde la comprensión del enunciado a partir del análisis de cada una de las partes del texto y la identificación de los aspectos más relevantes, hasta la aplicación de estrategias simples de resolución, así como el hábito y la destreza necesarias para comprobar la solución. Se trata de evaluar, asimismo, la perseverancia en la búsqueda de soluciones y la confianza en la propia capacidad para lograrlo y valorar la capacidad de transmitir, con un lenguaje adecuado, las ideas y procesos personales desarrollados, de modo que se hagan entender y entiendan a sus compañeros. También se pretende valorar su actitud positiva para realizar esta actividad de intercambio (objetivo 5)."
"1º ESO";Matemáticas;"Resolver problemas para los que se precise la utilización de las cuatro operaciones, con números enteros, decimales y fraccionarios, utilizando la forma de cálculo apropiada y valorando la adecuación del resultado al contexto.";"Este criterio valora la competencia para asignar a las distintas operaciones nuevos significados y determinar cuál de los métodos de cálculo es adecuado a cada situación. Se pretende evaluar asimismo cómo se interpretan los resultados obtenidos en los cálculos y comprobar si se adopta la actitud que lleva a no tomar el resultado por bueno sin contrastarlo con la situación de partida (objetivo 5)."
"1º ESO";Matemáticas;"Emplear de manera autónoma y con sentido crítico los recursos tecnológicos en el trabajo habitual de matemáticas, en particular para realizar investigaciones y resolver problemas.";"Este criterio valora si el alumnado es competente para utilizar racionalmente la calculadora científica y distintos programas informáticos adecuados para su nivel para resolver ecuaciones por tanteo, para el tratamiento de las funciones y sus gráficas, el tratamiento de datos estadísticos y su representación, para realizar autorregulaciones y correcciones. Asimismo se valora si reconocen sus limitaciones e interpretan los resultados que nos proporcionan (objetivo 6)"
"1º ESO";Matemáticas;"Demostrar actitudes propias de la actividad matemática y valorar la contribución de esta materia en el desarrollo científico y cultural de la sociedad.";"Este criterio valora la constancia, la flexibilidad, el rigor y la precisión que el alumnado demuestra en sus tareas y la valoración del papel de las Matemáticas en la sociedad y su visión como un camino en construcción (objetivo 7)"
"1º ESO";Matemáticas;"Utilizar números naturales y enteros y fracciones y decimales sencillos, sus operaciones y propiedades, para recoger, transformar e intercambiar información.";"Se trata de comprobar la capacidad de identificar y emplear los números y las operaciones siendo consciente de su significado y propiedades, elegir la forma de cálculo más apropiada (mental, escrita o con calculadora) y transmitir informaciones utilizando los números de manera adecuada. Se debe prestar una especial atención a valorar, en casos sencillos, la competencia en el uso de operaciones combinadas como síntesis de la secuencia de operaciones aritméticas."
"1º ESO";Matemáticas;"Resolver problemas para los que se precise la utilización de las cuatro operaciones con números enteros, decimales y fraccionarios, utilizando la forma de cálculo apropiada y valorando la adecuación del resultado al contexto.";"Se trata de valorar la capacidad para asignar a las distintas operaciones nuevos significados y determinar cuál de los métodos de cálculo es adecuado a cada situación. Se pretende evaluar, asimismo, cómo se interpretan los resultados obtenidos en los cálculos y comprobar si se adopta la actitud que lleva a no tomar el resultado por bueno sin contrastarlo con la situación de partida."
"1º ESO";Matemáticas;"Identificar y describir regularidades, pautas y relaciones en conjuntos de números, utilizar letras para simbolizar distintas cantidades y obtener expresiones algebraicas como síntesis en secuencias numéricas, así como el valor numérico de fórmulas sencillas.";"Este criterio pretende comprobar la capacidad para percibir en un conjunto numérico aquello que es común, la secuencia lógica con que se ha construido, un criterio que permita ordenar sus elementos y, cuando sea posible, expresar algebraicamente la regularidad percibida. Se pretende, asimismo, valorar el uso del signo igual como asignador y el manejo de la letra en sus diferentes acepciones. Forma parte de este criterio también la obtención del valor numérico en fórmulas simples con una sola letra."
"1º ESO";Matemáticas;"Reconocer y describir figuras planas, utilizar sus propiedades para clasificarlas y aplicar el conocimiento geométrico adquirido para interpretar y describir el mundo físico, haciendo uso de la terminología adecuada.";"Se pretende comprobar la capacidad de utilizar los conceptos básicos de la geometría para abordar diferentes situaciones y problemas de la vida cotidiana. Se pretende evaluar también la experiencia adquirida en la utilización de diferentes elementos y formas geométricas."
"1º ESO";Matemáticas;"Estimar y calcular perímetros, áreas y ángulos de figuras planas, utilizando la unidad de medida adecuada.";"Se pretende valorar la capacidad de estimar algunas medidas de figuras planas por diferentes métodos y de emplear la unidad y precisión más adecuada. Se valorará también el empleo de métodos de descomposición por medio de figuras elementales para el cálculo de áreas de figuras planas del entorno."
"1º ESO";Matemáticas;"Organizar e interpretar informaciones diversas mediante tablas y gráficas, e identificar relaciones de dependencia en situaciones cotidianas";"Este criterio pretende valorar la capacidad de identificar las variables que intervienen en una situación cotidiana, la relación de dependencia entre ellas y visualizarla gráficamente. Se trata de evaluar, además, el uso de las tablas como instrumento para recoger información y transferirla a unos ejes coordenados, así como la capacidad para interpretar de forma cualitativa la información presentada en forma de tablas y gráficas."
"1º ESO";Matemáticas;"Hacer predicciones sobre la posibilidad de que un suceso ocurra a partir de información previamente obtenida de forma empírica.";"Se trata de valorar la capacidad para diferenciar los fenómenos deterministas de los aleatorios y, en estos últimos, analizar las regularidades obtenidas al repetir un número significativo de veces una experiencia aleatoria y hacer predicciones razonables a partir de los mismos. Además, este criterio pretende verificar la comprensión del concepto de frecuencia relativa y, a partir de ella, la capacidad de inducir la noción de probabilidad."
"1º ESO";Matemáticas;"Utilizar estrategias y técnicas simples de resolución de problemas tales como el análisis del enunciado, el ensayo y error o la resolución de un problema más sencillo, y comprobar la solución obtenida y expresar, utilizando el lenguaje matemático adecuado a su nivel, el procedimiento que se ha seguido en la resolución.";"Con este criterio se valora la forma de enfrentarse a tareas de resolución de problemas para los que no se dispone de un procedimiento estándar que permita obtener la solución. Se evalúa desde la comprensión del enunciado a partir del análisis de cada una de las partes del texto y la identificación de los aspectos más relevantes, hasta la aplicación de estrategias simples de resolución, así como el hábito y la destreza necesarias para comprobar la solución. Se trata de evaluar, asimismo, la perseverancia en la búsqueda de soluciones y la confianza en la propia capacidad para lograrlo, y valorar la capacidad de transmitir con un lenguaje adecuado, las ideas y procesos personales desarrollados, de modo que se hagan entender y entiendan a sus compañeros. También se pretende valorar su actitud positiva para realizar esta actividad de intercambio."
"1º ESO";Matemáticas;"Identificar elementos matemáticos presentes en la realidad, y aplicar los conocimientos matemáticos adquiridos en situaciones cotidianas.";"Este criterio valora si el alumnado es competente para interpretar la realidad en términos matemáticos, formular sus propios problemas y utilizar el razonamiento para analizar situaciones cotidianas. Asimismo se valora el nivel de generalización que de los conocimientos matemáticos hace en el resto de las materias (objetivo 1)."
"1º ESO";Matemáticas;"Utilizar números naturales y enteros y las fracciones y decimales sencillos, sus operaciones y propiedades, para recoger, transformar e intercambiar información.";"Este criterio valora la competencia para identificar y emplear los números y las operaciones siendo consciente de su significado y propiedades, elegir la forma de cálculo más apropiado (mental, escrita o con calculadora) y transmitir informaciones utilizando los números de manera adecuada. Se debe prestar una especial atención a valorar, en casos sencillos, la competencia en el uso de operaciones combinadas como síntesis de la secuencia de operaciones aritméticas (objetivo 1)"
"1º ESO";Matemáticas;"Identificar y describir regularidades, pautas y relaciones en conjuntos de números, utilizar letras para simbolizar distintas cantidades y obtener expresiones algebraicas como síntesis en secuencias numéricas, así como el valor numérico de fórmulas sencillas.";"Este criterio valora la competencia para percibir en un conjunto numérico aquello que es común, la secuencia lógica con que se ha construido, un criterio que permita ordenar sus elementos y, cuando sea posible, expresar algebraicamente la regularidad percibida. Se pretende asimismo valorar el uso del signo igual como asignador y el manejo de la letra en sus diferentes acepciones. Forma parte de este criterio también la obtención del valor en fórmulas simples con una sola letra (objetivo 1)."
"1º ESO";Matemáticas;"Reconocer y describir figuras planas, utilizar sus propiedades para clasificarlas y aplicar el conocimiento geométrico adquirido para interpretar y describir el mundo físico haciendo uso de la terminología adecuada.";"Este criterio valora la competencia para utilizar los conceptos básicos de la geometría para abordar diferentes situaciones y problemas de la vida cotidiana. Se pretende evaluar también la experiencia adquirida en la utilización de diferentes elementos y formas geométricas (objetivo 2)."
"1º ESO";Matemáticas;"Estimar y calcular perímetros, áreas y ángulos de figuras planas utilizando la unidad de medida adecuada.";"Este criterio valora la competencia para estimar algunas medidas de figuras planas por diferentes métodos y de emplear la unidad y precisión más adecuada. Se valorará también el empleo de métodos de descomposición por medio de figuras elementales para el cálculo de áreas de figuras planas del entorno (objetivo 2)."
"1º ESO";Matemáticas;"Organizar e interpretar informaciones diversas mediante tablas y gráficas, e identificar relaciones de dependencia en situaciones cotidianas.";"Este criterio pretende valorar la capacidad de identificar las variables que intervienen en una situación cotidiana, la relación de dependencia entre ellas y visualizarla gráficamente. Se trata de evaluar, además, el uso de las tablas como instrumento para recoger información y transferirla a unos ejes de coordenadas, así como la capacidad para interpretar de forma cualitativa la información presentada en forma de tablas y gráficas (objetivo 3)."
"1º ESO";Matemáticas;"Hacer predicciones sobre la posibilidad de que un suceso ocurra a partir de información previamente obtenida de forma empírica.";"Este criterio valora la competencia para diferenciar los fenómenos deterministas de los aleatorios y, en estos últimos, analizar las regularidades obtenidas al repetir un número significativo de veces una experiencia aleatoria y hacer predicciones razonables a partir de los mismos. Además este criterio pretende verificar la comprensión del concepto de frecuencia relativa y, a partir de ella, la capacidad de inducir la noción de probabilidad (objetivo 4)."
"1º ESO";Matemáticas;"Utilizar estrategias y técnicas simples de resolución de problemas, tales como el análisis del enunciado, el ensayo y error o la resolución de un problema más sencillo, y comprobar la solución obtenida y expresar, utilizando el lenguaje matemático adecuado a su nivel, el procedimiento que se ha seguido en la resolución.";"Este criterio valora la forma de enfrentarse a tareas de resolución de problemas, para los que no se dispone de un procedimiento estándar que permita obtener la solución. Se evalúa desde la comprensión del enunciado a partir del análisis de cada una de las partes del texto y la identificación de los aspectos más relevantes, hasta la aplicación de estrategias simples de resolución, así como el hábito y la destreza necesarias para comprobar la solución. Se trata de evaluar, asimismo, la perseverancia en la búsqueda de soluciones y la confianza en la propia capacidad para lograrlo y valorar la capacidad de transmitir, con un lenguaje adecuado, las ideas y procesos personales desarrollados, de modo que se hagan entender y entiendan a sus compañeros. También se pretende valorar su actitud positiva para realizar esta actividad de intercambio (objetivo 5)."
"1º ESO";Matemáticas;"Resolver problemas para los que se precise la utilización de las cuatro operaciones, con números enteros, decimales y fraccionarios, utilizando la forma de cálculo apropiada y valorando la adecuación del resultado al contexto.";"Este criterio valora la competencia para asignar a las distintas operaciones nuevos significados y determinar cuál de los métodos de cálculo es adecuado a cada situación. Se pretende evaluar asimismo cómo se interpretan los resultados obtenidos en los cálculos y comprobar si se adopta la actitud que lleva a no tomar el resultado por bueno sin contrastarlo con la situación de partida (objetivo 5)."
"1º ESO";Matemáticas;"Emplear de manera autónoma y con sentido crítico los recursos tecnológicos en el trabajo habitual de matemáticas, en particular para realizar investigaciones y resolver problemas.";"Este criterio valora si el alumnado es competente para utilizar racionalmente la calculadora científica y distintos programas informáticos adecuados para su nivel para resolver ecuaciones por tanteo, para el tratamiento de las funciones y sus gráficas, el tratamiento de datos estadísticos y su representación, para realizar autorregulaciones y correcciones. Asimismo se valora si reconocen sus limitaciones e interpretan los resultados que nos proporcionan (objetivo 6)"
"1º ESO";Matemáticas;"Demostrar actitudes propias de la actividad matemática y valorar la contribución de esta materia en el desarrollo científico y cultural de la sociedad.";"Este criterio valora la constancia, la flexibilidad, el rigor y la precisión que el alumnado demuestra en sus tareas y la valoración del papel de las Matemáticas en la sociedad y su visión como un camino en construcción (objetivo 7)"
"1º ESO";Música;"Reconocer auditivamente y determinar la época o cultura a la que pertenecen distintas obras musicales escuchadas previamente en el aula, interesándose por ampliar sus preferencias.";"Este criterio valora la competencia del alumnado para relacionar las características que permiten situar en su contexto a una obra musical y demostrar una actitud abierta y respetuosa ante diferentes propuestas. La evaluación se realizará a partir de la audición de piezas musicales conocidas por el alumnado o, eventualmente, de otras con características muy similares que puedan identificarse con facilidad. También se valora el conocimiento del alumnado de la tradición musical de Castilla-La Mancha (objetivo 1)."
"1º ESO";Música;"Identificar y describir, mediante el uso de distintos lenguajes (gráfico, corporal o verbal) algunos elementos y formas de organización y estructuración musical (ritmo, melodía, textura, timbre, repetición, imitación, variación) de una obra musical interpretada en vivo o grabada.";"Este criterio valora la competencia del alumnado para distinguir auditivamente algunas de las características relevantes de una obra musical y para expresar lo que ha reconocido a través de distintos lenguajes. El criterio se aplicará mediante la audición de diferentes ejemplos, explicitando previamente cuál o cuáles son los elementos que se han de identificar y describir (objetivo 1)."
"1º ESO";Música;"Leer distintos tipos de partituras en el contexto de las actividades musicales del aula como apoyo a las tareas de interpretación y audición.";"Este criterio valor el grado de compresión de algunos de los signos y símbolos usados para representar la música y la utilización funcional de la lectura musical. Lo que se valora no es la capacidad para solfear, sino la destreza con que el alumnado se desenvuelve en la lectura una vez creada la necesidad de apoyarse en la partitura para interpretar una pieza musical o para seguir mejor una obra durante la audición (objetivos 1 y 2)."
"1º ESO";Música;"Elaborar un arreglo para una canción o una pieza instrumental utilizando apropiadamente una serie de elementos dados.";"Este criterio valora la competencia del alumnado para seleccionar y combinar distintos elementos musicales (patrones rítmicos y melódicos, ostinati, bordones, etc.) a fin de obtener
un resultado adecuado en la elaboración de un arreglo sencillo para una pieza musical. Se partirá siempre de elementos previamente trabajados en el aula y se valorará tanto el proceso como los resultados obtenidos (objetivo 2)."
"1º ESO";Música;"Identificar en el ámbito cotidiano situaciones en las que se produce un uso indiscriminado del sonido, analizando sus causas y proponiendo soluciones.";"Este criterio intenta evaluar el grado de concienciación del alumnado ante las situaciones de contaminación acústica, especialmente de aquellas provocadas por un uso inadecuado de la música y su capacidad para proponer soluciones originales y contribuir activamente al cuidado de la salud y a la conservación de un entorno libre de ruidos molestos (objetivo 3)."
"1º ESO";Música;"Comunicar a los demás juicios personales acerca de la música escuchada utilizando la terminología adecuada.";"Este criterio permite evaluar la competencia del alumnado para comparar y enjuiciar diferentes tipos de música. Al mismo tiempo, permite valorar la asimilación de algunos conceptos musicales básicos necesarios a la hora de dar opiniones o “hablar de música” a partir del uso de la terminología apropiada (objetivo 4)."
"1º ESO";Música;"Utilizar con autonomía algunos de los recursos tecnológicos disponibles, demostrando un conocimiento básico de las técnicas y procedimientos necesarios para grabar y reproducir música y para realizar sencillas producciones audiovisuales.";"Este criterio valora el uso funcional de dispositivos electrónicos, audiovisuales e informáticos para la grabación y reproducción de audio y vídeo. No se trata de evaluar el grado de dominio técnico de estos recursos, sino de observar el interés y la disposición a utilizarlos de forma autónoma en aquellas actividades que lo requieren, así como la coherencia de su uso en relación a la finalidad pretendida (objetivo 5)."
"1º ESO";Música;"Participar en la interpretación en grupo de una pieza vocal, instrumental o coreográfica, adecuando la propia interpretación a la del conjunto y asumiendo distintos roles.";"Este criterio valora si el alumnado, independientemente del grado de desarrollo técnico alcanzado, participa activamente y con iniciativa personal en las actividades de interpretación, actuando indistintamente como cantante, instrumentista, bailarín, director, solista, etc., intentando concertar su acción con la del resto del conjunto y colaborando en la consecución de unos resultados que sean producto del trabajo en equipo (objetivo 6)."
"1º ESO";Música;"Reconocer auditivamente y determinar la época o cultura a la que pertenecen distintas obras musicales escuchadas previamente en el aula, interesándose por ampliar sus preferencias.";"Con este criterio se trata de comprobar en qué medida el alumnado es capaz de relacionar las características que permiten situar en su contexto a una obra musical y de mostrar una actitud abierta y respetuosa ante diferentes propuestas. La evaluación se realizará a partir de la audición de piezas musicales conocidas por el alumnado o, eventualmente, de otras con características muy similares que puedan identificarse con facilidad."
"1º ESO";Música;"Identificar y describir, mediante el uso de distintos lenguajes (gráfico, corporal o verbal) algunos elementos y formas de organización y estructuración musical (ritmo, melodía, textura, timbre, repetición, imitación, variación) de una obra musical interpretada en vivo o grabada.";"Con este criterio se trata de evaluar la capacidad del alumnado para distinguir auditivamente algunas de las características relevantes de una obra musical y para expresar lo que ha reconocido a través de distintos lenguajes. El criterio se aplicará mediante la audición de diferentes ejemplos, explicitando previamente cuál o cuáles son los elementos que se han de identificar y describir."
"1º ESO";Música;"Comunicar a los demás juicios personales acerca de la música escuchada.";"Este criterio permite evaluar la capacidad para comparar y enjuiciar diferentes tipos de música. Al mismo tiempo, permite valorar la asimilación de algunos conceptos musicales básicos necesarios a la hora de dar opiniones o «hablar de música»."
"1º ESO";Música;"Participar en la interpretación en grupo de una pieza vocal, instrumental o coreográfica, adecuando la propia interpretación a la del conjunto y asumiendo distintos roles.";"Se trata de comprobar si el alumnado, independientemente del grado de desarrollo técnico alcanzado, participa activamente y con iniciativa personal en las actividades de interpretación, actuando indistintamente como cantante, instrumentista, bailarín, director, solista, etc., intentando concertar su acción con la del resto del conjunto y colaborando en la consecución de unos resultados que sean producto del trabajo en equipo."
"1º ESO";Música;"Utilizar con autonomía algunos de los recursos tecnológicos disponibles, demostrando un conocimiento básico de las técnicas y procedimientos necesarios para grabar y reproducir música y para realizar sencillas producciones audiovisuales.";"Con este criterio se observa la utilización funcional de algunos dispositivos electrónicos, audiovisuales e informáticos para la grabación y reproducción de audio y vídeo. No se trata de evaluar el grado de dominio técnico de estos recursos, sino de observar el interés y la disposición a utilizarlos de forma autónoma en aquellas actividades que lo requieren, así como la coherencia de su uso en relación a la finalidad pretendida."
"1º ESO";Música;"Elaborar un arreglo para una canción o una pieza instrumental utilizando apropiadamente una serie de elementos dados.";"Con este criterio se observa la habilidad del alumnado para seleccionar y combinar distintos elementos musicales a fin de obtener un resultado adecuado en la elaboración de un arreglo sencillo para una pieza musical. Se partirá siempre de elementos previamente trabajados en el aula y se valorará tanto el proceso como los resultados obtenidos."
"1º ESO";Música;"Leer distintos tipos de partituras en el contexto de las actividades musicales del aula como apoyo a las tareas de interpretación y audición.";"A través de este criterio se trata de comprobar el grado de compresión de algunos de los signos y símbolos usados para representar la música y la utilización funcional de la lectura musical. Lo que se valora no es la capacidad para solfear, sino la destreza con que el alumnado se desenvuelve en la lectura una vez creada la necesidad de apoyarse en la partitura para interpretar una pieza musical o para seguir mejor una obra durante la audición."
"1º ESO";Música;"Identificar en el ámbito cotidiano situaciones en las que se produce un uso indiscriminado del sonido, analizando sus causas y proponiendo soluciones.";"Este criterio intenta evaluar el grado de concienciación del alumnado ante las situaciones de contaminación acústica, especialmente de aquéllas provocadas por un uso inadecuado de la música y su capacidad para proponer soluciones originales y contribuir activamente al cuidado de la salud y a la conservación de un entorno libre de ruidos molestos."
